1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"9,448.4","9,679.0","9,573.6","9,688.3","9,665.9","9,673.8","10,193.5","10,083.0","10,334.4","10,305.1","10,388.9","10,591.5","10,267.7","10,395.2","10,448.6","10,468.0","10,211.0","10,019.8","9,862.4","9,259.8","9,526.5","8,968.4","9,055.9","8,958.1","8,486.7","8,545.0","8,472.0","8,262.7","8,298.3","8,056.3","7,179.7","7,388.8"
